artist,title
Birdman Featuring Drake & Lil Wayne,4 My Town (Play Ball)
Rihanna,Rude Boy
Jaheim,Finding My Way Back
Drake,Over
The-Dream,Love King
T.I.,I'm Back
Lloyd Banks Featuring Juelz Santana,"Beamer, Benz, Or Bentley"
Alicia Keys,Un-Thinkable (I'm Ready)
The Black Eyed Peas,Imma Be
"DJ Khaled Featuring T-Pain, Ludacris, Snoop Dogg & Rick Ross",All I Do Is Win
Young Jeezy Featuring Plies,Lose My Mind
Lyfe Jennings,Busy
Teairra Mari Featuring Gucci Mane & Soulja Boy Tell'em,Sponsor
Young Money,Roger That
8Ball & MJG Featuring Young Dro,Bring It Back
Plies,She Got It Made
Ludacris Featuring Trey Songz,Sex Room
Gyptian,Hold You (Hold Yuh)
Toni Braxton,Hands Tied
Vivian Green,Beautiful
Diddy - Dirty Money Featuring T.I.,Hello Good Morning
Rick Ross Featuring Ne-Yo,Super High
Robin Thicke Featuring Snoop Dogg,It's In The Mornin'
Drake,Find Your Love
Usher Featuring will.i.am,OMG
Fantasia,Bittersweet
Kem,Why Would You Stay?
Mary J. Blige Featuring Trey Songz,We Got Hood Love
Ciara Featuring Ludacris,Ride
Cali Swag District,Teach Me How To Dougie
Nicki Minaj,Your Love
Roscoe Dash,Show Out
Trina Featuring Monica,Always
Lyfe Jennings,Statistics
Drake Featuring Lil Wayne,Miss Me
Soulja Boy Tell'em,Pretty Boy Swag
Monica,Love All Over Me
Kanye West,POWER
Waka Flocka Flame,Hard In Da Paint
Ne-Yo,Champagne Life
Dwele,What's Not To Love
The-Dream Featuring T.I.,Make Up Bag
Trey Songz,Already Taken
T.I. Featuring Keri Hilson,Got Your Back
J. Cole,Who Dat
Rick Ross Featuring Styles P,B.M.F. (Blowin' Money Fast)
Chris Brown Featuring Tyga & Kevin McCall,Deuces
Dorrough,Get Big
Drake Featuring T.I. & Swizz Beatz,Fancy
Trey Songz Featuring Nicki Minaj,Bottoms Up
Jazmine Sullivan,Holding You Down (Goin In Circles)
Jeremih Featuring Ludacris,I Like
Usher Featuring Jay-Z,Hot Tottie
Eminem Featuring Rihanna,Love The Way You Lie
Gerald Levert,Can It Stay
Eric Benet,Sometimes I Cry
Lil Wayne,I'm Single
Trey Songz,Can't Be Friends
Tank,Sex Music
Miguel Featuring J. Cole,All I Want Is You
Gucci Mane Featuring Swizz Beatz,Gucci Time
Donell Jones,Love Like This
Lil Wayne Featuring Drake,Right Above It
Waka Flocka Flame Featuring Roscoe Dash & Wale,No Hands
Gucci Mane Featuring Trey Songz,Beat It Up
El DeBarge,Second Chance
Marsha Ambrosius,Hope She Cheats On You (With A Basketball Player)
Lloyd,Lay It Down
Willow,Whip My Hair
Charlie Wilson,You Are
Faith Evans,Gone Already
Cali Swag District,Where You Are
Rick Ross Featuring Drake & Chrisette Michele,Aston Martin Music
"Kanye West Featuring Jay-Z, Rick Ross, Bon Iver & Nicki Minaj",Monster
Fantasia,I'm Doing Me
R. Kelly,When A Woman Loves
Diddy - Dirty Money Featuring Drake,Loving You No More
Twista Featuring Chris Brown,Make A Movie
Nicki Minaj,Right Thru Me
Ne-Yo,One In A Million
Lil Scrappy Featuring Stuey Rock,Bad (That's Her)
T-Pain Featuring Rick Ross,Rap Song
Gucci Mane,Making Love To The Money
Wiz Khalifa,Black And Yellow
Kem,Share My Life
Rihanna Featuring Drake,What's My Name?
Kanye West Featuring Pusha T,Runaway
Jazmine Sullivan,10 Seconds
Keri Hilson,Breaking Point
Travis Porter,Make It Rain
Jamie Foxx Featuring Drake,Fall For Your Type
Chris Brown,No BS
T.I. Featuring Chris Brown,Get Back Up
Michael Jackson Duet With Akon,Hold My Hand
Soulja Boy,Speakers Going Hammer
Fabolous,You Be Killin Em
Keri Hilson,Pretty Girl Rock
Jeremih Featuring 50 Cent,Down On Me
Birdman Featuring Lil Wayne,Fire Flame
Tank,Emergency
Slim Thug Featuring B.o.B,So High
El Debarge Featuring Faith Evans,Lay With You
Nicki Minaj Featuring Drake,Moment 4 Life
Dr. Dre Featuring Snoop Dogg & Akon,Kush
Lil Wayne Featuring Cory Gunz,6 Foot 7 Foot
R. Kelly,Love Letter
Mary Mary,Walking
David Banner & 9th Wonder Featuring Ludacris & Marsha Ambrosius,Be With You
Trey Songz,Love Faces
Kanye West,All Of The Lights
Marsha Ambrosius,Far Away
Kanye West Jay Z,H*A*M
Bobby V,Words
Chris Brown Featuring Lil Wayne & Busta Rhymes,Look At Me Now
Rihanna Featuring Nicki Minaj,Raining Men
Kirk Franklin,I Smile
Snoop Dogg,Sweat
Jennifer Hudson,Where You At
Keyshia Cole,Take Me Away
"DJ Khaled Featuring Rick Ross, Plies, Lil Wayne & T-Pain",Welcome To My Hood
Waka Flocka Flame Featuring Kebo Gotti,Grove St. Party
Eric Benet,Never Want To Live Without You
Travis Porter,Bring It Back
Nicki Minaj,Did It On'em
Miguel,Sure Thing
Lloyd Banks Featuring Jeremih,I Don't Deserve You
Sean Garrett Featuring J. Cole or Drake,Feel Love
Ace Hood,Hustle Hard
Wiz Khalifa,Roll Up
Trey Songz Featuring Drake,Unusual
Kelly Price Featuring Stokley,Not My Daddy
YC Featuring Future,Racks
Kirko Bangz,What Yo Name Iz
Musiq Soulchild Featuring Swizz Beats,Anything
Big Sean Featuring Chris Brown,My Last
Melanie Fiona,Gone And Never Coming Back
Diddy - Dirty Money Featuring Trey Songz,Your Love
Anthony David Featuring Algebra,4Evermore
Chris Brown,She Ain't You
Lil Wayne Featuring Rick Ross,John
Kelly Rowland Featuring Lil Wayne,Motivation
Lloyd Featuring Awesome Jones,Cupid
Jamie Foxx Featuring Wiz Khalifa,Best Night Of My Life
Mary J. Blige Featuring Diddy & Lil Wayne,Someone To Love Me (Naked)
Jill Scott Featuring Anthony Hamilton,So In Love
Lupe Fiasco,The Show Goes On
Keri Hilson Featuring Chris Brown,One Night Stand
Beyonce,Run The World (Girls)
Mindless Behavior,My Girl
Lupe Fiasco Featuring Trey Songz,Out Of My Head
Rick Ross Featuring Lil Wayne Or T.I.,9 Piece
Rihanna,Man Down
Young Jeezy Featuring Lil Wayne,Ballin'
Kem Featuring Chrisette Michele,If It's Love
"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",I'm On One
Meek Mill Featuring Rick Ross,Tupac Back
"DJ Drama Featuring Fabolous, Roscoe Dash & Wiz Khalifa",Oh My
Ledisi,Pieces Of Me
Frank Ocean,Novacane
Lil Wayne,How To Love
Wiz Khalifa Featuring Too $hort,On My Level
Joe,Closer
Nicki Minaj,Super Bass
T-Pain Featuring Joey Galaxy,Booty Wurk (One Cheek At A Time)
Beyonce,Best Thing I Never Had
Yo Gotti,We Can Get It On
Jennifer Hudson,No One Gonna Love You
Musiq Soulchild,Yes
Estelle Featuring Rick Ross,Break My Heart
Miguel,Quickie
R. Kelly,Radio Message
Charlie Wilson,Life Of The Party
Fantasia,Collard Greens & Cornbread
Drake,Marvins Room
Wale Featuring Jeremih & Rick Ross,That Way
Big Sean Featuring Kanye West & Roscoe Dash,Marvin & Chardonnay
Jay Z Kanye West Featuring Otis Redding,Otis
Johnny Gill,In The Mood
Monica Featuring Rick Ross,Anything (To Find You)
Mindless Behavior Featuring Diggy,Mrs. Right
Big K.R.I.T.,Country Sh*t
Chris Brown Featuring Ludacris,Wet The Bed
Drake,Headlines
"Meek Mill Featuring T.I., Birdman, Lil Wayne, DJ Khaled, Rick Ross & Swizz Beatz",Ima Boss
Ace Hood Featuring Chris Brown,Body 2 Body
Marsha Ambrosius,Late Nights & Early Mornings
Lil Wayne Featuring Drake,She Will
Diggy,"Copy, Paste"
Tinie Tempah Featuring Wiz Khalifa,Till I'm Gone
CJ Hilton Featuring Nas,So Fresh
Jay Z Kanye West,Ni**as in Paris
Young Jeezy,Shake Life
J. Cole,Work Out
Beyonce Featuring Andre 3000,Party
Tyrese Featuring Ludacris,Too Easy
Nicki Minaj Featuring Rihanna,Fly
Lloyd Featuring Andre 3000 & Lil Wayne,Dedication To My Ex (Miss That)
Jill Scott Featuring Paul Wall,So Gone (What My Mind Says)
Cee Lo Green Featuring Melanie Fiona or Phillip Bailey,Fool For You
Tyrese,Stay
Kelly Rowland Featuring Big Sean,Lay It On Me
Future,Tony Montana
Bei Maejor Featuring J. Cole,Trouble
Mary J. Blige,25/8
Elle Varner Featuring J. Cole,Only Wanna Give It To You
T-Pain Featuring Wiz Khalifa & Lily Allen,5 O'Clock
Big Sean Featuring Nicki Minaj,Dance (A$$)
Ledisi Featuring Jaheim,Stay Together
T.I. Featuring Big K.R.I.T.,I'm Flexin'
Rick Ross Featuring Nicki Minaj,You The Boss
Wale Featuring Miguel,Lotus Flower Bomb
Drake Featuring Nicki Minaj,Make Me Proud
Monica,Until It's Gone
Birdman Featuring Nicki Minaj & Lil Wayne,Y.U. Mad
Verse Simmonds Featuring Kelly Rowland,Boo Thang
Melanie Fiona,4 AM
Waka Flocka Flame Featuring Drake,Round Of Applause
Robin Thicke,Love After War
Beyonce,Countdown
Roscoe Dash,Good Good Night
J. Cole Featuring Trey Songz,Can't Get Enough
Keith Sweat,Make You Say Ooh
Anthony Hamilton,Woo
Red Cafe Featuring Ryan Leslie & Rick Ross,Fly Together
Beyonce,Love On Top
Mary J. Blige Featuring Drake,Mr. Wrong
Kirko Bangz,Drank In My Cup
Young Jeezy Featuring Jay-Z & Andre 3000,I Do
Drake Featuring Lil Wayne,The Motto
Diggy Featuring Jeremih,Do It Like You
B.o.B Featuring Lil Wayne,Strange Clouds
Jay Z Kanye West,Gotta Have It
Chris Brown Featuring Kevin K-MAC McCall,Strip
Tyga,Rack City
Estelle,Thank You
Eric Benet,Real Love
Drake Featuring Rihanna,Take Care
Meek Mill Featuring Young Chris,House Party
Trey Songz,Sex Ain't Better Than Love
Rihanna Featuring Jay-Z,Talk That Talk
Future Featuring T.I.,Magic
Mindless Behavior,Girls Talkin Bout
French Montana Featuring Charlie Rock,Shot Caller
Kem,You're On My Mind
Miguel,Girls Like You
Marvin Sapp,My Testimony
Young Jeezy Featuring 2 Chainz,SupaFreak
Travis Porter Featuring Tyga,Ayy Ladies
Drake Featuring The Weeknd,Crew Love
Fat Joe Featuring Chris Brown,Another Round
LoveRance Featuring IamSu & Skipper or 50 Cent,UP!
Usher,Climax
Monica & Brandy,It All Belongs To Me
Wale Featuring Lloyd,Sabotage
R. Kelly,Share My Love
Rihanna Featuring Chris Brown,Birthday Cake
Tank,Next Breath
Ca$h Out,Cashin' Out
Young Jeezy Featuring Ne-Yo,Leave You Alone
J. Cole Featuring Missy Elliott,Nobody's Perfect
Jennifer Hudson & Ne-Yo Featuring Rick Ross,Think Like A Man
Jay Z Kanye West Featuring Frank Ocean,No Church In The Wild
MGK Featuring Waka Flocka Flame,Wild Boy
Rick Ross Featuring Drake & French Montana,Stay Schemin
John Legend Featuring Ludacris,Tonight (Best You Ever Had)
Jill Scott,Blessed
Future,Same Damn Time
Tyga Featuring Lil Wayne,Faded
Elle Varner,Refill
Nicki Minaj Featuring Chris Brown,Right By My Side
SWV,Co-Sign
Trey Songz,Heart Attack
"DJ Khaled Featuring Chris Brown, Rick Ross, Nicki Minaj & Lil Wayne",Take It To The Head
"Kanye West, Big Sean, Pusha T, 2 Chainz",Mercy
Nicki Minaj Featuring 2 Chainz,Beez In The Trap
Chris Brown,Sweet Love
Waka Flocka Flame Featuring Trey Songz,I Dont Really Care
Drake Featuring Lil Wayne,HYFR (Hell Ya F*****g Right)
Anthony Hamilton,Pray For Me
Usher Featuring Rick Ross,Lemme See
T.I.,Love This Life
"Wale Featuring Rick Ross, Meek Mill & T-Pain",Bag Of Money
Mary Mary,Go Get It
Mary J. Blige Featuring Rick Ross,Why
Rick Ross Featuring Usher,Touch'N You
Wiz Khalifa,"Work Hard, Play Hard"
2 Chainz Featuring Drake,No Lie
Robin Thicke,All Tied Up
Driicky Graham,Snap Backs & Tattoos
Tamia,Beautiful Surprise
Chris Brown Featuring Big Sean & Wiz Khalifa,Till I Die
Kendrick Lamar Featuring Dr. Dre,The Recipe
Frank Ocean,Thinkin Bout You
Lil Wayne Featuring Big Sean,My Homies Still
Meek Mill Featuring Drake,Amen
R. Kelly,Feelin' Single
Trey Songz Featuring T.I.,2 Reasons
Chief Keef Featuring Lil Reese,I Don't Like
Ne-Yo,Lazy Love
Yo Gotti,I Got That Sack
Beyonce,Dance For You
Miguel,Adorn
Keyshia Cole Featuring Lil Wayne,Enough Of No Love
Brandy Featuring Chris Brown,Put It Down
"French Montana Featuring Rick Ross, Drake, Lil Wayne",Pop That
Future,Turn On The Lights
Dwele,What Profit
Birdman Featuring Rick Ross,Born Stunna
Urban Mystic,Name On It
Omarion Featuring Rick Ross,Let's Talk
The-Dream Featuring Pusha T,Dope Chick
Trey Songz,Dive In
Anita Baker,Lately
DJ Khaled Featuring Kanye West & Rick Ross,I Wish You Would
Whitney Houston & Jordin Sparks,Celebrate
2 Chainz Featuring Kanye West,Birthday Song
Juicy J Featuring Lil Wayne & 2 Chainz,Bandz A Make Her Dance
T.I.,Go Get It
50 Cent Featuring Dr. Dre & Alicia Keys,New Day
Mykko Montana Featuring K-Camp,Do It
Kelly Rowland Featuring Lil Wayne,Ice
"Kanye West, Jay-Z, Big Sean",Clique
Rick Ross Featuring Wale & Drake,Diced Pineapples
Alicia Keys Featuring Nicki Minaj,Girl On Fire
Kendrick Lamar,Swimming Pools (Drank)
"DJ Drama Featuring 2 Chainz, Meek Mill & Jeremih",My Moment
Mary J. Blige,Don't Mind
Lil Wayne Featuring Detail,No Worries
Usher,Dive
Chris Brown,Don't Judge Me
Eric Benet,Harriett Jones
Bobby V Featuring Lil Wayne,Mirror
Rihanna,Diamonds
Kid Cudi Featuring King Chip,Just What I Am
Macklemore & Ryan Lewis Featuring Wanz,Thrift Shop
Wiz Khalifa Featuring The Weeknd,Remember You
"Game Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne",Celebration
Meek Mill Featuring Kirko Bangz,Young & Gettin' It
"Kanye West, R. Kelly",To The World
Tyga Featuring 2 Chainz,Do My Dance
Pusha T Kanye West,New God Flow
2 Chainz Featuring Nicki Minaj,I Luv Dem Strippers
Clyde Carson Featuring The Team,Slow Down
2 Chainz,I'm Different
Macklemore & Ryan Lewis Featuring Mary Lambert,Same Love
"DJ Drama Featuring Wiz Khalifa, Planet VI & B.o.B",Pledge Of Allegiance
"Raekwon, Pusha T, Common, 2 Chainz, Cyhi The Prynce, Kid Cudi, D'Banj",The Morning
Ludacris Featuring Kelly Rowland,Representin'
Macklemore & Ryan Lewis Featuring Ray Dalton,Can't Hold Us
Macklemore & Ryan Lewis,Ten Thousand Hours
2 Chainz Featuring Lil Wayne,Yuck!
Ciara,Sorry
T.I. Featuring Lil Wayne,Ball
The Weeknd,Wicked Games
Ca$h Out Featuring Wale,Hold Up
Joe Budden Featuring Lil Wayne & Tank,She Don't Put It Down
Miguel,Do You...
Nicki Minaj & Cassie,The Boys
Kendrick Lamar Featuring Drake,Poetic Justice
Kendrick Lamar Featuring MC Eiht,m.A.A.d City
Kendrick Lamar,Backseat Freestyle
Kendrick Lamar,"Bitch, Don't Kill My Vibe"
"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",F**kin Problems
Kendrick Lamar Featuring Jay Rock,Money Trees
Kendrick Lamar,The Art Of Peer Pressure
Kendrick Lamar,Sherane a.k.a. Master Splinter's Daughter
Kendrick Lamar,good kid
50 Cent Featuring Too $hort,First Date
Big Sean,Guap
Meek Mill Featuring Rick Ross,Believe It
Jonn Hart Featuring IamSU!,Who Booty
Nicki Minaj,Freedom
Lupe Fiasco & Guy Sebastian,Battle Scars
Ne-Yo Featuring Wiz Khalifa,Don't Make Em Like You
J. Cole,Miss America
T.I.,Trap Back Jumpin
Keyshia Cole,Trust And Believe
Swizz Beatz Featuring Chris Brown & Ludacris,Everyday Birthday
Avant Featuring KeKe Wyatt,You & I
Rihanna Featuring Future,Loveeeeeee Song
Chief Keef,Love Sosa
Rihanna Featuring Chris Brown,Nobodys Business
Nicki Minaj Featuring Ciara,I'm Legit
Rihanna Featuring Eminem,Numb
Nicki Minaj Featuring Lil Wayne,High School
Future,Neva End
50 Cent Featuring Eminem & Adam Levine,My Life
Nicholas David,What's Going On
T.I. Featuring Andre 3000,Sorry
Alicia Keys,Brand New Me
Trinidad James,All Gold Everything
Charlie Wilson,My Love Is All I Have
Tamar Braxton,Love And War
Wiz Khalifa Featuring Akon,Let It Go
Wiz Khalifa Featuring 2 Chainz,It's Nothing
Trevin Hunte,And I Am Telling You I'm Not Going
Wiz Khalifa,Paperbond
Wiz Khalifa Featuring Chevy Woods & Juicy J,Medicated
Kirko Bangz,Keep It Trill
Cee Lo Green,"Mary, Did You Know?"
Wiz Khalifa Featuring Berner,Bluffin
"The Game Featuring Lil Wayne, Big Sean, Fabolous & Jeremih",All That (Lady)
Kid Cudi,King Wizard
Rihanna,Pour It Up
Cee Lo Green,What Christmas Means To Me
Chief Keef Featuring 50 Cent & Wiz Khalifa,Hate Bein' Sober
T.I. Featuring Meek Mill,G Season
Justin Timberlake Featuring JAY Z,Suit & Tie
B.o.B Featuring T.I. & Juicy J,We Still In This B****
Macklemore & Ryan Lewis,Wing$
Lil Wayne Featuring Drake & Future,Love Me
A$AP Rocky Featuring Skrillex,Wild For The Night
A$AP Rocky,Long Live A$AP
"A$AP Rocky F/Kendrick Lamar, Joey Bada$$, YelaWolf, Danny Brown, Action Bronson & Big K.R.",1Train
A$AP Rocky Featuring ScHoolboy Q,PMW (All I Really Need)
A$AP Rocky,Fashion Killa
A$AP Rocky,LVL
Tyga Featuring Rick Ross,Dope
Kid Ink Featuring Meek Mill & Wale,Bad Ass
Fabolous Featuring Chris Brown,Ready
Ace Hood Featuring Future & Rick Ross,Bugatti
"will.i.am & Britney Spears Featuring Hit Boy, Waka Flocka Flame, Lil Wayne & Diddy",Scream & Shout Remix
Drake,Started From The Bottom
Young Jeezy Featuring 2 Chainz,R.I.P.
Wale Featuring Tiara Thomas Or Rihanna,Bad
Emeli Sande,Next To Me
50 Cent Featuring Snoop Dogg & Young Jeezy,Major Distribution
Kelly Rowland,Kisses Down Low
J. Cole Featuring Miguel,Power Trip
Trey Songz,Simply Amazing
Pusha T Featuring Rick Ross,Millions
Future Featuring Lil Wayne,Karate Chop (Remix)
"Tyler, The Creator",Domo23
"Tyga Featuring Cedric Gervais, Wiz Khalifa & Mally Mall",Molly
Juicy J Featuring Big Sean & Young Jeezy,Show Out
Trey Songz,Fumble
French Montana Featuring Nicki Minaj,Freaks
Justin Bieber Featuring Drake,Right Here
Omarion & Wale,M.I.A.
"DJ Drama Featuring Wale, Tyga & Roscoe Dash",So Many Girls
Ciara,Body Party
Earl Sweatshirt,Whoa
Mindless Behavior,Keep Her On The Low
Tamela Mann,Take Me To The King
Justin Timberlake,Pusher Love Girl
Lil Wayne Featuring 2 Chainz,Rich As F**k
J. Dash,Wop
Justin Timberlake,That Girl
Justin Timberlake,Don't Hold The Wall
Justin Timberlake,Strawberry Bubblegum
Justin Timberlake,Let The Groove Get In
Justin Timberlake,Tunnel Vision
Justin Timberlake,Blue Ocean Floor
Justin Timberlake,Spaceship Coupe
Kid Cudi,Immortal
Lil Wayne Featuring 2 Chainz,Days And Days
Lil Wayne Featuring Juicy J,Trippy
Drop City Yacht Club Featuring Jeremih,Crickets
Robin Thicke Featuring T.I. + Pharrell,Blurred Lines
Lil Wayne Featuring Gudda Gudda,Gunwalk
Chris Brown,Fine China
Kid Cudi Featuring Too $hort,Girls
Rocko Featuring Future & Rick Ross,U.O.E.N.O.
Trinidad James,Female$ Welcomed
50 Cent Featuring Kendrick Lamar,We Up
Ray J Featuring Bobby Brackins,I Hit It First
Tyga Featuring Lil Wayne,500 Degrees
Tyga Featuring 2 Chainz,Hijack
Miguel,How Many Drinks?
B. Smyth Featuring 2 Chainz,Leggo
Tyga,Get Loose
"Tyler, The Creator Featuring Pharrell",IFHY
Sean Kingston Featuring Chris Brown & Wiz Khalifa,Beat It
Fantasia,Lose To Win
"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",No New Friends (SFTB Remix)
Kat Dahlia,Gangsta
Jeremih Featuring Lil Wayne & Natasha Mosley,All The Time
Sevyn Streeter,I Like It
Big Sean Featuring Common,Switch Up
"Hustle Gang Featuring T.I., B.o.B, Kendrick Lamar & Kris Stephens",Memories Back Then
Alicia Keys Duet With Maxwell,Fire We Make
Mac Miller,S.D.S.
Mariah Carey Featuring Miguel,#Beautiful
"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",Tapout
Janelle Monae Featuring Erykah Badu,Q.U.E.E.N.
Tamar Braxton,The One
Candice Glover,I Am Beautiful
A$AP Ferg,Work
Fantasia Featuring Kelly Rowland & Missy Elliott,Without Me
2 Chainz & Wiz Khalifa,We Own It (Fast & Furious)
B.o.B Featuring 2 Chainz,HeadBand
T.I. Featuring Lil Wayne,Wit Me
French Montana,Ain't Worried About Nothin
Tyga Featuring Chris Brown,For The Road
Mac Miller,Goosebumpz
Wale Featuring Sam Dew,LoveHate Thing
Kelly Rowland,Dirty Laundry
2 Chainz Featuring Pharrell,Feds Watching
Problem Featuring Bad Lucc,Like Whaaat!
"Major Lazer Featuring Bruno Mars, Tyga & Mystic",Bubble Butt
J. Cole Featuring TLC,Crooked Smile
Rich Homie Quan,Type Of Way
Kanye West,New Slaves
Kanye West,Black Skinhead
Kanye West,Blood On The Leaves
Kanye West,Bound 2
Kanye West,Hold My Liquor
Mac Miller,Watching Movies
Kanye West,I Am A God (Featuring God)
Kanye West,On Sight
Kanye West,I'm In It
Chris Brown Featuring Aaliyah,Don't Think They Know
J. Cole Featuring Kendrick Lamar,Forbidden Fruit
Kanye West,Send It Up
Big Sean Featuring Lil Wayne & Jhene Aiko,Beware
Juicy J Featuring Wale & Trey Songz,Bounce It
Mario Featuring Nicki Minaj,Somebody Else
Ciara Featuring Nicki Minaj,I'm Out
Jay Z Featuring Justin Timberlake,Holy Grail
Nelly Featuring Nicki Minaj & Pharrell,Get Like Me
Meek Mill,Levels
Ace Hood Featuring Lil Wayne,We Outchea
JAY-Z,Tom Ford
Justin Timberlake,Take Back The Night
Jay Z Featuring Rick Ross,F*ckwithmeyouknowigotit
Jay Z Featuring Beyonce,Part II (On The Run)
Jay Z Featuring Frank Ocean,Oceans
The FiNATTiCZ,Don't Drop That Thun Thun!
JAY-Z,Picasso Baby
JAY-Z,Crown
JAY-Z,Somewhereinamerica
JAY-Z,F.U.T.W.
JAY-Z,Heaven
JAY-Z,BBC
Sage The Gemini,Red Nose
Sage The Gemini Featuring IamSu!,Gas Pedal
Migos,Versace
A$AP Ferg Featuring A$AP Rocky,Shabba
Chris Brown Featuring Nicki Minaj,Love More
Yo Gotti Featuring Jeezy & YG,Act Right
Robin Thicke Featuring Kendrick Lamar,Give It 2 U
August Alsina Featuring Trinidad James,I Luv This Sh*t
K. Michelle,V.S.O.P.
Drake Featuring Majid Jordan,"Hold On, We're Going Home"
Big Sean Featuring Kendrick Lamar & Jay Electronica,Control
Big Sean,Fire
ScHoolboy Q Featuring Kendrick Lamar,Collard Greens
Ludacris,Helluva Night
The Weeknd Featuring Drake,Live For
Eminem,Berzerk
Iggy Azalea,Work
John Legend,All Of Me
Young Dro,FDB
Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,White Walls
"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",23
Future,Honest
Drake,Wu-Tang Forever
2 Chainz Featuring Drake & Lil Wayne,I Do It
B.o.B Featuring Future,Ready
Sevyn Streeter Featuring Chris Brown,It Won't Stop
Maejor Ali Featuring Juicy J & Justin Bieber,Lolly
Justin Timberlake,TKO
Kid Ink Featuring Chris Brown,Show Me
T-Pain Featuring B.o.B,Up Down (Do This All Day)
YG Featuring Jeezy & Rich Homie Quan,My Hitta
Drake Featuring 2 Chainz & Big Sean,All Me
Drake,The Language
Drake,Furthest Thing
Drake,Too Much
Drake Featuring JAY-Z,Pound Cake / Paris Morton Music 2
Drake Featuring Jhene Aiko,From Time
Drake,Own It
Drake,Tuscan Leather
Drake,Come Thru
Drake,Worst Behavior
Drake,Connect
Drake Featuring Detail,305 To My City
Kanye West Featuring Cam'ron & Consequence,Gone
Eminem,Survival
"DJ Khaled Featuring Nicki Minaj, Rick Ross & Future",I Wanna Be With You
Pusha T Featuring Chris Brown,Sweet Serenade
R. Kelly Featuring 2 Chainz,My Story
Eminem,Rap God
Lupe Fiasco Featuring Ed Sheeran,Old School Love
2 Chainz,Used 2
Tamar Braxton,Hot Sugar
Tyga & Justin Bieber,Wait For A Minute
Wale Featuring Nicki Minaj & Juicy J,Clappers
Emeli Sande,My Kind Of Love
Eminem Featuring Rihanna,The Monster
Justin Bieber,Recovery
Michael Jackson,Thriller
Justin Bieber,Bad Day
Eminem Featuring Sia,Beautiful Pain
Eminem Featuring Kendrick Lamar,Love Game
Eminem Featuring Nate Ruess,Headlights
Eminem,Bad Guy
Eminem,Rhyme Or Reason
Eminem,Legacy
Tamar Braxton,All The Way Home
Rick Ross Featuring Future,No Games
Future Featuring Miley Cyrus & Mr Hudson,Real And True
Mariah Carey,The Art Of Letting Go
Justin Bieber Featuring R. Kelly,PYD
Ty Dolla $ign Featuring B.o.B,Paranoid
New Boyz,FM$
Justin Timberlake,Drink You Away
Mack Wilds,Own It
Jason Derulo Featuring 2 Chainz,Talk Dirty
Future,Shhh...
Rico Love,They Don't Know
Childish Gambino,I. Crawl
Childish Gambino,V. 3005
Childish Gambino,II. Worldstar
J. Cole Featuring Amber Coffman & The Cults,She Knows
Yo Gotti Featuring Rich Homie Quan,I Know
Justin Bieber Featuring Chance The Rapper,Confident
SoMo,Ride
Beyonce Featuring Jay Z,Drunk In Love
Tessanne Chin,I Have Nothing
Beyonce,XO
Beyonce Featuring Drake,Mine
Beyonce,Pretty Hurts
Beyonce,Partition
Pharrell Williams,Happy
Toni Braxton & Babyface,Hurt You
Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,***Flawless
Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,Loyal
Jhene Aiko,The Worst
Janelle Monae Featuring Miguel,PrimeTime
Rick Ross Featuring Jay-Z,The Devil Is A Lie
ScHoolboy Q,Man Of The Year
Trey Songz,Na Na
ScHoolboy Q,Break The Bank
QUE.,OG Bobby Johnson
ScHoolboy Q,Yay Yay
K. Michelle,Can't Raise A Man
KCamp Featuring Kwony Ca$h,Money Baby
Robin Thicke,For The Rest Of My Life
R. Kelly,Cookie
Aloe Blacc,The Man
Young Thug,Stoner
"Ludacris Featuring Wiz Khalifa , Jeremih & Cashmere Cat",Party Girls
August Alsina Featuring Rich Homie Quan Or Yo Gotti,Ghetto
Mariah Carey,You're Mine (Eternal)
Wiz Khalifa,We Dem Boyz
Yo Gotti Featuring J. Cole & Canei Finch,Cold Blood
We Are Toonz,Drop That #NaeNae
"will.i.am Featuring Miley Cyrus, French Montana, Wiz Khalifa & DJ Mustard",Feelin' Myself
Young Money Featuring Drake,Trophies
Young Money Featuring Nicki Minaj,Lookin Ass
Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,Or Nah
YG Featuring Drake,Who Do You Love?
Rick Ross Featuring Kanye West & Big Sean,Sanctified
Iggy Azalea Featuring Charli XCX,Fancy
"Future Featuring Pharrell, Pusha T & Casino",Move That Doh
Rick Ross Featuring French Montana,Nobody
Pharrell Williams Duet With Justin Timberlake,Brand New
B.o.B Featuring Priscilla,John Doe
Rick Ross Featuring Lil Wayne,Thug Cry
Rick Ross Featuring The Weeknd,In Vein
Mali Music,Beautiful
Snootie Wild & Yo Gotti & DJ Drama,Yayo
Bando Jonez,Sex You
